,UID,Product,BioGro #,Licensee,Scope,Type,Variety,Certificate Valid Until,Available,Store #
3597,3597,2023 Black Estate - Home Pinot Noir,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3598,3598,2022 Black Estate - Home Pinot Noir,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3599,3599,2022 Black Estate - Damsteep Pet Nat,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3600,3600,Export of Black Estate Organic Wines,5202,Black Estate Vineyard,Non-Primary,Exporter,,29/02/2024,False,
3601,3601,Contract winemaking of organic wine,5202,Black Estate Vineyard,Non-Primary,Contracted Operator,,29/02/2024,False,
3602,3602,2020 Black Estate - Treble Pinot Noir (blend),5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3603,3603,2020 Black Estate - Damsteep Pinot Noir,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3604,3604,2020 Black Estate - Netherwood Chardonnay,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3605,3605,2021 Black Estate - Home Chardonnay,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3606,3606,2021 Black Estate - Home Cabernet Franc,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3607,3607,2023 Black Estate - Home Cabernet Franc,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3608,3608,2023 Black Estate - Wild Life Profilo,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3609,3609,2023 Black Estate - Netherwood Pet Nat,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3610,3610,2023 Black Estate - Netherwood Pinot Noir,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3611,3611,2023 Black Estate - Damsteep Pet Nat,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3612,3612,2023 Black Estate - Home Pet Nat,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3613,3613,2023 Black Estate - Treble Pinot Noir,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3614,3614,2023 Black Estate - Home Chenin Blanc,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3615,3615,2023 Black Estate - Home Chardonnay,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3616,3616,2022 Black Estate - Wildlife TB943,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3617,3617,2022 Black Estate - Home Cabernet Franc,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3618,3618,2022 Black Estate - Home Young Vine Chardonnay,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3619,3619,2022 Black Estate - Home Chenin Blanc,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3620,3620,2022 Black Estate - Treble Rosé,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3621,3621,2022 Black Estate - Treble Pinot Noir,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3622,3622,2022 Black Estate - Home Pet Nat,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3623,3623,2022 Black Estate - Damsteep Riesling,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3624,3624,2022 Black Estate - Netherwood Pet Nat,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3625,3625,Production of Black Estate Organic Wine,5202,Black Estate Vineyard,Non-Primary,Processing,,29/02/2024,False,
3626,3626,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Chenin Blanc,29/02/2024,False,
3627,3627,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3628,3628,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Chardonnay,29/02/2024,False,
3629,3629,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3630,3630,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Chardonnay,29/02/2024,False,
3631,3631,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Pinot Noir,29/02/2024,False,
3632,3632,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Riesling,29/02/2024,False,
3633,3633,Wine Grapes,5202,Black Estate Vineyard,Primary,Viticulture,Cabernet Franc,29/02/2024,False,
3634,3634,Lady Gatsby,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3635,3635,Zealong Grey,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3636,3636,Zealong Chai,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3637,3637,Zealong Chamomile,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3638,3638,Zealong Black,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3639,3639,Zealong Breakfast,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3640,3640,"Exporting 'Zealong' branded Oolong, Zealong Breakfast, Green, Black and Mighty Black Tea",5203,Zealong Tea Estate Ltd,Non-Primary,Exporter,,31/12/2023,False,
3641,3641,Exporting Zealong Aged,5203,Zealong Tea Estate Ltd,Non-Primary,Exporter,,31/12/2023,False,
3642,3642,Oolong Aromatic,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3643,3643,Black,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3644,3644,Green,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3645,3645,Breakfast,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3646,3646,Mighty Black,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3647,3647,Fire & Ice,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3648,3648,Zealong Lemon & Ginger,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3649,3649,Zealong Chamomile Caffeine Free,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3650,3650,Zealong Mighty Black,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3651,3651,"Harvesting, Drying and Packing Tea",5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3652,3652,Oolong Pure,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3653,3653,Oolong Dark,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3654,3654,Green Heart,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3655,3655,Ice Breaker,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3656,3656,Sweet Amber,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3657,3657,Zealong Oolong Pure,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3658,3658,Zealong Oolong Aromatic,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3659,3659,Zealong Oolong Dark,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3660,3660,Zealong Green,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3661,3661,Zealong Aged,5203,Zealong Tea Estate Ltd,Non-Primary,Processing,,31/12/2023,False,
3662,3662,"Exporting Oolong, Green, Black and Mighty Black Tea in bulk",5203,Zealong Tea Estate Ltd,Non-Primary,Exporter,,31/12/2023,False,
3663,3663,"Exporting Oolong, Green and Black Tea in tea bags",5203,Zealong Tea Estate Ltd,Non-Primary,Exporter,,31/12/2023,False,
3664,3664,Tea (Blocks 1-22),5203,Zealong Tea Estate Ltd,Primary,Cropping,,31/12/2023,False,
3665,3665,"Trial Block Tea (Blocks 23-29, 32, 33, A,B,C)",5203,Zealong Tea Estate Ltd,Primary,Cropping,,31/12/2023,False,
3666,3666,"Pasture B24, 25,28,29,32,33,487",5203,Zealong Tea Estate Ltd,Primary,Pasture,,31/12/2023,False,
3667,3667,"Hay, Balage",5203,Zealong Tea Estate Ltd,Primary,Pasture,,31/12/2023,False,
3668,3668,Manuka (B27),5203,Zealong Tea Estate Ltd,Primary,Cropping,,31/12/2023,False,
3669,3669,Baleage,5211,Sue and Robert Stephenson,Primary,Cropping,,30/04/2024,False,
3670,3670,Cattle for NOP meat,5211,Sue and Robert Stephenson,Primary,Livestock,,30/04/2024,False,
3671,3671,Pasture,5211,Sue and Robert Stephenson,Primary,Pasture,,30/04/2024,False,
3672,3672,Hay,5211,Sue and Robert Stephenson,Primary,Pasture,,30/04/2024,False,
3673,3673,Beef Cattle,5211,Sue and Robert Stephenson,Primary,Livestock,,30/04/2024,False,
3674,3674,Sheep,5211,Sue and Robert Stephenson,Primary,Pasture,,30/04/2024,False,
3675,3675,Lambs,5211,Sue and Robert Stephenson,Primary,Livestock,,30/04/2024,False,
3676,3676,Greasy Wool,5211,Sue and Robert Stephenson,Primary,Livestock,,30/04/2024,False,
3677,3677,Calves,5211,Sue and Robert Stephenson,Primary,Livestock,,30/04/2024,False,
3678,3678,Sauvignon Blanc,5214,Herkt Properties Limited,Primary,Viticulture,Sauvignon Blanc,29/02/2024,False,
3679,3679,2020 Schubert Sauvignon Blanc (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3680,3680,2020 Schubert Sauvignon Blanc Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3681,3681,2020 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3682,3682,2020 Schubert Pinot Noir Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3683,3683,2019 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3684,3684,2019 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3685,3685,2016 Schubert Pinot Noir Kai,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3686,3686,2021 Schubert Dolce,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3687,3687,2021 Schubert Pinot Noir (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3688,3688,2021 Schubert Pinot Noir Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3689,3689,2021 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3690,3690,2021 Schubert Rose,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3691,3691,2022 Schubert Pet Nat,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3692,3692,2022 Schubert Tribianco,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3693,3693,2022 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3694,3694,2022 Schubert Pinot Noir (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3695,3695,Export of Organic Wine,5226,Schubert Wines Ltd,Non-Primary,Exporter,,29/02/2024,False,
3696,3696,Production of certified organic wine,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3697,3697,Contract production of organic wine,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3698,3698,2020 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3699,3699,2020 Schubert Pinot Noir (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3700,3700,2020 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3701,3701,2020 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3702,3702,2020 Schubert Dolce,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3703,3703,2019 Schubert Sauvignon Blanc (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3704,3704,2019 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3705,3705,2019 Schubert Pinot Noir (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3706,3706,2019 Schubert Pinot Noir Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3707,3707,2018 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3708,3708,2018 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3709,3709,2018 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3710,3710,2018 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3711,3711,2017 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3712,3712,2017 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3713,3713,2017 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3714,3714,2017 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3715,3715,2016 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3716,3716,2021 Schubert Tribianco,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3717,3717,2022 Schubert Sauvignon Blanc Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3718,3718,2022 Schubert Rose,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3719,3719,2022 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3720,3720,2022 Schubert Dolce,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3721,3721,2019 Schubert Sauvignon Blanc Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3722,3722,2019 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3723,3723,2016 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3724,3724,2016 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3725,3725,2016 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3726,3726,2021 Schubert Con Brio,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3727,3727,2021 Schubert Pinot Noir Block B,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3728,3728,2021 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3729,3729,2021 Schubert Sauvignon Blanc (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3730,3730,2021 Schubert Sauvignon Blanc Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3731,3731,2022 Schubert Sauvignon Blanc (Estate),5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3732,3732,2022 Schubert Pinot Noir Marion's Vineyard,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3733,3733,2022 Schubert Pinot Noir Selection,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3734,3734,2022 Schubert Syrah,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3735,3735,2022 Schubert Chardonnay,5226,Schubert Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3736,3736,Taratahi Vineyard - Pinot Noir,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3737,3737,Taratahi Vineyard - Pinot Gris,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3738,3738,Martinborough Vineyard - Merlot,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3739,3739,Taratahi Vineyard - Sauvignon Blanc,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3740,3740,Taratahi Vineyard - Chardonnay,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3741,3741,Martinborough Vineyard - Pinot Noir,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3742,3742,Martinborough Vineyard - Syrah,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3743,3743,Martinborough Vineyard - Cabernet Franc,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3744,3744,Taratahi Vineyard - Syrah,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3745,3745,Martinborough Vineyard - Muller-Thurgau,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3746,3746,Martinborough Vineyard - Chardonnay,5226,Schubert Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3747,3747,Export and distribution of BioGro certified blueberries,5229,RD8 Fresh Produce Group Ltd,Non-Primary,Exporter,,31/03/2024,False,
3748,3748,"Export of BioGro certified apples, cherries and blueberries",5229,RD8 Fresh Produce Group Ltd,Non-Primary,Exporter,,31/03/2024,False,
3749,3749,"Straw, Hay, Baleage",5236,Scotsburn Farm Limited,Primary,Pasture,,30/11/2023,False,
3750,3750,Ewes,5236,Scotsburn Farm Limited,Primary,Livestock,,30/11/2023,False,
3751,3751,Greasy Wool,5236,Scotsburn Farm Limited,Primary,Livestock,,30/11/2023,False,
3752,3752,Red Clover,5236,Scotsburn Farm Limited,Primary,Cropping,,30/11/2023,False,
3753,3753,Lambs,5236,Scotsburn Farm Limited,Primary,Livestock,,30/11/2023,False,
3754,3754,Pasture,5236,Scotsburn Farm Limited,Primary,Pasture,,30/11/2023,False,
3755,3755,Ryecorn,5236,Scotsburn Farm Limited,Primary,Cropping,,30/11/2023,False,
3756,3756,"Wheat, Spelt (Dinkel)",5236,Scotsburn Farm Limited,Primary,Cropping,,30/11/2023,False,
3757,3757,Linseed,5236,Scotsburn Farm Limited,Primary,Cropping,,30/11/2023,False,
3758,3758,Rams,5236,Scotsburn Farm Limited,Primary,Livestock,,30/11/2023,False,
3759,3759,2019 Chardonnay,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3760,3760,2019 Pinot Noir,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3761,3761,Export of organic wine,5240,Walnut Block Wines Ltd,Non-Primary,Exporter,,29/02/2024,False,
3762,3762,2019 Pinot Noir,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3763,3763,2020 Pinot Noir,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3764,3764,2020 Chardonnay,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3765,3765,2021 Pinot Noir,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3766,3766,2021 Chardonnay,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3767,3767,2022 Sauvignon Blanc,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3768,3768,2022 Sauvignon Blanc,5240,Walnut Block Wines Ltd,Non-Primary,Processing,,29/02/2024,False,
3769,3769,Pinot Noir,5240,Walnut Block Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3770,3770,Chardonnay,5240,Walnut Block Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3771,3771,Viognier,5240,Walnut Block Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3772,3772,Sauvignon Blanc,5240,Walnut Block Wines Ltd,Primary,Viticulture,,29/02/2024,False,
3773,3773,Gingerella Ginger Ale,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3774,3774,Kombucha - Mango & Passionfruit,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3775,3775,Can - Karma Cola,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3776,3776,Can - Gingerella,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3777,3777,Juice - Apple,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3778,3778,"Juice - Carrot, Orange and Turmeric",5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3779,3779,Wholesale and Distribution of All Good and Karma Cola Organic Products,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3780,3780,Karma Cola,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3781,3781,Sugar Free Karma Cola,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3782,3782,Lemmy Lemonade,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3783,3783,Orangeade,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3784,3784,Sparkling - Blackcurrant,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3785,3785,Sparkling - Blood Orange,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3786,3786,Sparkling - Red Grapefruit,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3787,3787,"Lemmy, Lime & Bitters",5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3788,3788,Chili Cola,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3789,3789,Kombucha - Raspberry & Lemon,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3790,3790,Kombucha - Ginger & Lemon,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3791,3791,Kombucha - Cherry & Berry,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3792,3792,Razza Raspberry Lemonade,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3793,3793,Can - Lemmy Lemonade,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3794,3794,Can - Orangeade,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3795,3795,"Juice - Blackcurrant, Apple & Raspberry",5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3796,3796,"Juice - Guava, Apple & Passionfruit",5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3797,3797,"Juice - Mango, Orange & Apple",5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3798,3798,Juice - Orange,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3799,3799,Can - Razza Raspberry Lemonade,5241,Karma Cola Ltd,Non-Primary,Processing,,30/11/2023,False,
3800,3800,"Export of Fresh & Frozen Produce: Apples, Apricots, Avocados, Blackcurrants, Cherries, Blueberries, Kiwifruit, Plums",5242,Fresh Produce Group NZ Ltd,Non-Primary,Exporter,,31/03/2024,False,
3801,3801,"Export of Fresh & Frozen Produce: Citrus, Carrots, Nectarines, Onions, Potatoes",5242,Fresh Produce Group NZ Ltd,Non-Primary,Exporter,,31/03/2024,False,
3802,3802,Caffe L'affare,5246,Caffe L'affare,Non-Primary,Processing,,31/05/2023,False,
3803,3803,Green Coffee Beans,5246,Caffe L'affare,Non-Primary,Processing,,31/05/2023,False,
3804,3804,Toll Processing: Contract Roasting of Organic Beans,5246,Caffe L'affare,Non-Primary,Contracted Operator,,31/05/2023,False,
3805,3805,"Coffee: Gusto, Organic, Brava, Summer, Winter",5246,Caffe L'affare,Non-Primary,Processing,,31/05/2023,False,
3806,3806,Green Coffee Beans,5246,Caffe L'affare,Non-Primary,Processing,,31/05/2023,False,
3807,3807,Toll processing: Contract Roasting of Organic Beans,5246,Caffe L'affare,Non-Primary,Processing,,31/05/2023,False,
3808,3808,"Coffee: Gusto, Brava",5246,Caffe L'affare,Non-Primary,Processing,,31/05/2023,False,
3809,3809,Production and bottling of organic and in conversion wines from BioGro certified and in conversion grapes (contract winemaking),5251,Marlborough Vintners 2011 Ltd,Non-Primary,Contracted Operator,,29/02/2024,False,
3810,3810,Seedlings: Vegetables and Herbs,5253,Organic Herbs & Seedlings Ltd,Primary,Product,,31/10/2023,False,
3811,3811,Microgreens,5253,Organic Herbs & Seedlings Ltd,Primary,Cropping,,31/10/2023,False,
3812,3812,Fruit trees,5253,Organic Herbs & Seedlings Ltd,Primary,Orchard,,31/10/2023,False,
3813,3813,Flowers,5253,Organic Herbs & Seedlings Ltd,Primary,Cropping,,31/10/2023,False,
3814,3814,Pipfruit,5253,Organic Herbs & Seedlings Ltd,Primary,Orchard,,31/10/2023,False,
3815,3815,Stonefruit,5253,Organic Herbs & Seedlings Ltd,Primary,Orchard,,31/10/2023,False,
3816,3816,Feijoas,5253,Organic Herbs & Seedlings Ltd,Primary,Orchard,,31/10/2023,False,
3817,3817,Figs,5253,Organic Herbs & Seedlings Ltd,Primary,Orchard,,31/10/2023,False,
3818,3818,Export of BioGro Certified Wine,5259,Clos Henri Ltd,Non-Primary,Exporter,,29/02/2024,False,
3819,3819,Production of wine from certified organic grapes,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3820,3820,2018 Pinot Noir,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3821,3821,2019 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3822,3822,2019 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3823,3823,2019 Pinot Noir (Lot A),5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3824,3824,2019 Clay Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3825,3825,2019 Stones Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3826,3826,2021 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3827,3827,2021 Pinot Noir,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3828,3828,2019 Pinot Noir,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3829,3829,2021 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3830,3830,2022 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3831,3831,2022 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3832,3832,2022 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3833,3833,2022 Pinot Noir,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3834,3834,2023 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3835,3835,2023 Sauvignon Blanc,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
3836,3836,2023 Chapel Block Blanc de Noir,5259,Clos Henri Ltd,Non-Primary,Processing,,29/02/2024,False,
